days	popsize	nclones	shannon	CycleMedian	restingCells	numberOfDeaths	newCells	lenProliferating	stemNumber	time
2	34023	9681	9.07726	19.74	508	88	593	13259	23725	@ 18:39:38
2	34541	9677	9.07376	19.74	491	86	604	13340	24023	@ 18:39:38
2	35071	9675	9.07026	19.74	498	85	615	13432	24343	@ 18:39:38
2	35594	9672	9.06683	19.75	522	101	624	13501	24635	@ 18:39:38
2	36152	9669	9.06306	19.73	527	88	646	13593	24944	@ 18:39:38
2	36695	9666	9.05924	19.73	505	103	646	13695	25262	@ 18:39:38
2	37219	9663	9.05571	19.74	489	93	617	13787	25571	@ 18:39:38
2	37748	9659	9.05202	19.72	495	109	638	13892	25884	@ 18:39:39
2	38303	9656	9.0481	19.72	580	131	686	13957	26198	@ 18:39:39
2	38829	9655	9.04459	19.74	505	93	619	14039	26506	@ 18:39:39
2	39419	9654	9.04094	19.73	579	105	695	14118	26844	@ 18:39:39
2	39953	9653	9.03773	19.74	542	117	651	14193	27163	@ 18:39:39
2	40510	9651	9.03439	19.74	544	98	655	14263	27478	@ 18:39:39
2	41035	9649	9.0311	19.74	527	106	631	14327	27774	@ 18:39:39
2	41517	9647	9.02838	19.74	463	112	594	14417	28078	@ 18:39:39
2	42065	9645	9.02518	19.75	559	110	658	14474	28377	@ 18:39:39
2	42593	9642	9.02255	19.78	527	97	625	14537	28668	@ 18:39:39
2	43167	9639	9.01905	19.77	577	126	700	14616	29015	@ 18:39:40
2	43710	9639	9.01556	19.74	519	104	647	14707	29336	@ 18:39:40
2	44258	9635	9.01176	19.74	549	118	666	14785	29645	@ 18:39:40
2	44817	9633	9.0082	19.74	545	110	669	14866	29954	@ 18:39:40
2	45404	9630	9.00456	19.74	587	133	720	14953	30285	@ 18:39:40
2	45930	9628	9.00066	19.74	561	150	676	15018	30573	@ 18:39:40
3	46536	9625	8.99679	19.75	605	134	740	15102	30898	@ 18:39:40
3	47123	9624	8.99265	19.77	594	149	736	15193	31230	@ 18:39:40
3	47677	9621	8.98902	19.77	587	151	705	15257	31541	@ 18:39:40
3	48273	9620	8.98534	19.75	600	147	743	15352	31891	@ 18:39:40
3	48841	9618	8.98161	19.74	614	178	746	15433	32217	@ 18:39:41
3	49334	9618	8.97864	19.74	532	137	630	15488	32480	@ 18:39:41
3	49861	9616	8.97519	19.73	539	144	671	15582	32785	@ 18:39:41
3	50364	9612	8.97168	19.75	568	182	685	15634	33064	@ 18:39:41
3	50904	9610	8.96827	19.75	550	162	702	15745	33400	@ 18:39:41
3	51420	9608	8.96494	19.75	554	179	695	15832	33698	@ 18:39:41
3	51966	9602	8.96125	19.74	613	206	752	15906	33998	@ 18:39:41
3	52520	9600	8.95773	19.73	617	200	754	15992	34315	@ 18:39:41
3	53022	9597	8.95433	19.73	554	190	692	16064	34600	@ 18:39:41
3	53584	9595	8.95075	19.74	610	164	726	16128	34932	@ 18:39:41
3	54123	9592	8.94632	19.75	607	200	739	16204	35220	@ 18:39:42
3	54729	9589	8.94214	19.74	620	187	793	16326	35602	@ 18:39:42
3	55220	9587	8.93838	19.76	619	240	731	16371	35848	@ 18:39:42
3	55703	9581	8.93419	19.77	617	249	732	16398	36100	@ 18:39:42
3	56233	9580	8.93037	19.77	599	213	743	16466	36407	@ 18:39:42
3	56794	9577	8.92694	19.77	651	215	776	16524	36700	@ 18:39:42
3	57297	9571	8.92362	19.77	603	238	741	16594	36981	@ 18:39:42
3	57857	9567	8.91941	19.76	679	242	802	16650	37286	@ 18:39:42
3	58378	9565	8.91541	19.78	639	261	782	16721	37581	@ 18:39:42
3	58853	9564	8.91189	19.77	603	246	721	16767	37834	@ 18:39:42
4	59358	9560	8.90785	19.78	628	279	784	16839	38121	@ 18:39:43
4	59856	9552	8.90376	19.77	642	268	766	16880	38408	@ 18:39:43
4	60346	9545	8.89955	19.79	653	274	764	16930	38674	@ 18:39:43
4	60813	9540	8.89584	19.78	617	282	749	16980	38923	@ 18:39:43
4	61253	9536	8.89209	19.76	606	311	751	17036	39196	@ 18:39:43
4	61733	9531	8.88877	19.77	639	293	773	17085	39472	@ 18:39:43
4	62209	9520	8.88457	19.77	645	311	787	17149	39767	@ 18:39:43
4	62654	9513	8.88034	19.77	637	320	765	17194	40020	@ 18:39:43
4	63069	9507	8.87632	19.77	633	356	771	17234	40269	@ 18:39:43
4	63500	9502	8.8727	19.78	668	353	784	17256	40515	@ 18:39:44
4	63996	9500	8.8689	19.78	696	344	840	17307	40756	@ 18:39:44
4	64442	9493	8.86477	19.76	711	379	825	17327	40982	@ 18:39:44
4	64861	9487	8.86059	19.75	657	386	805	17362	41207	@ 18:39:44
4	65327	9481	8.85642	19.74	677	363	829	17417	41461	@ 18:39:44
4	65797	9472	8.85156	19.75	723	399	869	17454	41757	@ 18:39:44
4	66150	9462	8.84777	19.75	614	405	758	17489	41942	@ 18:39:44
4	66517	9453	8.84431	19.75	620	416	783	17543	42135	@ 18:39:44
4	66886	9445	8.84025	19.77	659	450	819	17599	42357	@ 18:39:44
4	67258	9438	8.83658	19.77	644	414	786	17633	42546	@ 18:39:44
4	67651	9434	8.83274	19.76	682	439	832	17666	42747	@ 18:39:45
4	67966	9424	8.82859	19.75	632	466	781	17681	42914	@ 18:39:45
4	68298	9418	8.82505	19.76	684	462	794	17675	43064	@ 18:39:45
4	68598	9413	8.82136	19.78	639	459	759	17675	43197	@ 18:39:45
4	68940	9407	8.81812	19.78	636	496	838	17754	43411	@ 18:39:45
5	69288	9401	8.81478	19.79	698	479	827	17764	43590	@ 18:39:45
5	69579	9395	8.81117	19.8	604	497	788	17823	43758	@ 18:39:45
5	69896	9386	8.80718	19.78	641	484	801	17856	43957	@ 18:39:45
5	70239	9370	8.80258	19.77	673	488	831	17899	44161	@ 18:39:45
5	70575	9357	8.79807	19.77	684	488	824	17906	44321	@ 18:39:46
5	70898	9352	8.79408	19.76	711	529	852	17914	44485	@ 18:39:46
5	71224	9344	8.78954	19.77	688	509	835	17951	44649	@ 18:39:46
5	71491	9342	8.78622	19.78	641	504	771	17953	44788	@ 18:39:46
5	71771	9334	8.78261	19.77	696	526	806	17921	44898	@ 18:39:46
5	71992	9323	8.77811	19.76	681	599	820	17895	44995	@ 18:39:46
5	72275	9316	8.77424	19.75	674	532	815	17897	45138	@ 18:39:46
5	72542	9309	8.77018	19.74	624	546	813	17970	45264	@ 18:39:46
5	72828	9301	8.7665	19.72	689	525	811	17962	45406	@ 18:39:47
5	73056	9293	8.76276	19.74	633	571	799	17993	45532	@ 18:39:47
5	73329	9276	8.75785	19.74	696	559	832	17995	45657	@ 18:39:47
5	73598	9262	8.75339	19.72	689	576	845	18014	45804	@ 18:39:47
5	73860	9251	8.7497	19.71	675	572	834	18022	45927	@ 18:39:47
5	74041	9236	8.74589	19.7	680	634	815	17993	46009	@ 18:39:47
5	74230	9229	8.74179	19.71	671	619	808	17974	46102	@ 18:39:47
5	74471	9222	8.7382	19.73	672	587	828	17983	46204	@ 18:39:47
5	74716	9205	8.73397	19.73	680	598	843	18021	46356	@ 18:39:47
5	75005	9197	8.72951	19.74	710	557	846	18020	46484	@ 18:39:48
5	75247	9191	8.72564	19.74	696	602	844	18016	46585	@ 18:39:48
5	75461	9179	8.72164	19.74	703	642	856	18024	46671	@ 18:39:48
6	75609	9164	8.71746	19.74	630	629	777	18024	46752	@ 18:39:48
6	75866	9154	8.713	19.74	685	597	854	18066	46903	@ 18:39:48
6	76073	9139	8.70907	19.72	684	643	850	18072	47020	@ 18:39:48
6	76273	9123	8.70506	19.73	695	644	844	18095	47148	@ 18:39:48
6	76426	9109	8.70075	19.71	663	674	827	18099	47221	@ 18:39:48
6	76601	9096	8.69689	19.72	654	620	795	18090	47304	@ 18:39:49
6	76744	9084	8.69266	19.72	634	644	787	18079	47355	@ 18:39:49
6	76971	9071	8.68836	19.71	672	617	844	18104	47472	@ 18:39:49
6	77144	9058	8.68475	19.71	673	628	801	18072	47547	@ 18:39:49
6	77273	9048	8.68123	19.72	623	668	797	18089	47618	@ 18:39:49
6	77533	9038	8.67704	19.74	722	594	854	18074	47734	@ 18:39:49
6	77628	9026	8.67318	19.74	615	682	777	18062	47774	@ 18:39:49
6	77811	9007	8.66943	19.76	681	674	857	18085	47887	@ 18:39:49
6	78003	8997	8.66524	19.76	689	668	860	18103	47962	@ 18:39:49
6	78118	8980	8.66127	19.75	643	692	807	18117	48011	@ 18:39:50
6	78242	8971	8.65765	19.75	686	681	805	18073	48042	@ 18:39:50
6	78394	8958	8.65374	19.73	639	642	794	18102	48142	@ 18:39:50
6	78609	8948	8.64907	19.73	709	653	868	18109	48272	@ 18:39:50
6	78766	8933	8.64526	19.7	690	663	820	18093	48346	@ 18:39:50
6	78890	8920	8.64107	19.69	646	664	788	18070	48379	@ 18:39:50
6	79045	8904	8.63731	19.69	647	643	798	18069	48466	@ 18:39:50
6	79174	8896	8.63332	19.69	673	687	816	18074	48548	@ 18:39:50
6	79326	8875	8.62843	19.69	681	682	834	18077	48635	@ 18:39:51
6	79581	8867	8.62458	19.68	666	603	858	18132	48809	@ 18:39:51
7	79781	8850	8.62011	19.68	688	655	855	18148	48926	@ 18:39:51
7	79971	8837	8.61572	19.69	696	658	848	18142	49024	@ 18:39:51
7	80245	8824	8.61165	19.68	682	611	885	18218	49188	@ 18:39:51
7	80398	8811	8.60787	19.67	659	651	804	18212	49270	@ 18:39:51
7	80551	8793	8.6039	19.66	633	644	797	18229	49332	@ 18:39:51
7	80700	8781	8.60053	19.66	628	634	783	18241	49420	@ 18:39:51
7	80911	8765	8.59575	19.66	649	630	841	18293	49572	@ 18:39:52
7	81099	8745	8.59155	19.66	668	657	845	18336	49670	@ 18:39:52
7	81334	8726	8.58671	19.64	695	598	833	18355	49803	@ 18:39:52
7	81553	8709	8.5823	19.63	713	657	876	18373	49945	@ 18:39:52
7	81728	8692	8.57792	19.64	722	700	875	18379	50026	@ 18:39:52
7	81830	8677	8.57432	19.67	644	702	804	18373	50068	@ 18:39:52
7	82015	8666	8.57091	19.68	710	629	814	18319	50134	@ 18:39:52
7	82147	8654	8.56745	19.69	667	681	813	18311	50203	@ 18:39:52
7	82357	8640	8.56357	19.69	687	599	809	18313	50296	@ 18:39:52
7	82520	8625	8.55943	19.68	699	665	828	18294	50385	@ 18:39:53
7	82696	8617	8.55504	19.69	667	654	830	18306	50487	@ 18:39:53
7	82963	8603	8.55111	19.68	707	598	865	18307	50616	@ 18:39:53
7	83211	8595	8.54702	19.67	708	633	881	18347	50762	@ 18:39:53
7	83424	8578	8.54267	19.66	704	635	848	18358	50853	@ 18:39:53
7	83629	8568	8.53874	19.66	680	653	858	18403	50968	@ 18:39:53
7	83792	8549	8.53354	19.66	723	718	881	18408	51038	@ 18:39:53
7	83951	8538	8.52958	19.67	710	718	877	18423	51126	@ 18:39:53
7	84088	8524	8.52529	19.62	695	714	851	18411	51206	@ 18:39:54
8	84259	8508	8.52041	19.64	706	696	867	18413	51301	@ 18:39:54
8	84376	8498	8.51673	19.65	630	683	800	18417	51372	@ 18:39:54
8	84509	8484	8.51303	19.65	681	657	790	18362	51437	@ 18:39:54
8	84697	8469	8.50925	19.66	653	636	824	18395	51538	@ 18:39:54
8	84875	8453	8.50598	19.67	696	669	847	18407	51668	@ 18:39:54
8	85047	8435	8.50151	19.68	690	662	834	18420	51778	@ 18:39:54
8	85205	8418	8.49763	19.69	639	631	789	18443	51875	@ 18:39:54
8	85388	8406	8.49424	19.69	690	638	821	18442	51958	@ 18:39:54
8	85583	8392	8.4896	19.69	739	689	884	18438	52045	@ 18:39:55
8	85828	8376	8.48517	19.68	709	653	898	18475	52177	@ 18:39:55
8	86072	8363	8.48107	19.69	696	613	857	18516	52334	@ 18:39:55
8	86229	8343	8.47619	19.7	676	690	847	18534	52420	@ 18:39:55
8	86379	8329	8.47277	19.7	676	657	807	18526	52488	@ 18:39:55
8	86671	8313	8.46871	19.68	687	595	887	18596	52690	@ 18:39:55
8	86845	8294	8.46439	19.68	691	674	848	18625	52780	@ 18:39:55
8	87002	8276	8.46017	19.68	678	691	848	18649	52862	@ 18:39:55
8	87256	8257	8.45577	19.7	737	640	894	18658	52990	@ 18:39:56
8	87429	8245	8.4519	19.7	684	676	849	18668	53073	@ 18:39:56
8	87591	8231	8.44731	19.7	693	683	845	18673	53154	@ 18:39:56
8	87785	8215	8.44273	19.7	736	692	886	18665	53242	@ 18:39:56
8	87920	8196	8.43885	19.69	702	671	806	18641	53312	@ 18:39:56
8	88079	8184	8.43553	19.69	643	638	797	18644	53381	@ 18:39:56
8	88243	8170	8.43211	19.69	646	638	802	18664	53454	@ 18:39:56
8	88400	8156	8.42863	19.69	638	647	804	18693	53557	@ 18:39:56
9	88604	8148	8.425	19.69	675	646	850	18738	53675	@ 18:39:57
9	88826	8131	8.42091	19.69	760	695	917	18750	53793	@ 18:39:57
9	89045	8117	8.41577	19.68	760	691	910	18763	53910	@ 18:39:57
9	89281	8102	8.4116	19.69	752	667	903	18764	54038	@ 18:39:57
9	89466	8091	8.40814	19.68	690	656	841	18758	54116	@ 18:39:57
9	89737	8080	8.40468	19.66	787	650	921	18756	54244	@ 18:39:57
9	89921	8066	8.40018	19.66	724	714	898	18778	54332	@ 18:39:57
9	90085	8055	8.39589	19.66	663	667	831	18808	54447	@ 18:39:57
9	90307	8039	8.39175	19.66	681	658	880	18870	54584	@ 18:39:58
9	90543	8024	8.3874	19.66	726	625	861	18871	54695	@ 18:39:58
9	90741	8016	8.38362	19.67	675	651	849	18914	54807	@ 18:39:58
9	90965	8006	8.37985	19.66	685	641	865	18962	54941	@ 18:39:58
9	91218	7995	8.37562	19.66	715	643	896	19027	55068	@ 18:39:58
9	91390	7979	8.37203	19.66	648	625	797	19056	55175	@ 18:39:58
9	91620	7965	8.36825	19.66	733	628	858	19048	55311	@ 18:39:58
9	91852	7956	8.36464	19.66	720	647	879	19077	55437	@ 18:39:58
9	92098	7941	8.36082	19.67	692	601	847	19113	55584	@ 18:39:58
9	92362	7931	8.35672	19.66	714	636	900	19179	55773	@ 18:39:59
9	92574	7920	8.35319	19.66	686	624	836	19187	55906	@ 18:39:59
9	92821	7914	8.34945	19.67	726	645	892	19216	56032	@ 18:39:59
9	93079	7892	8.34462	19.68	747	650	908	19245	56161	@ 18:39:59
9	93327	7883	8.34119	19.69	752	657	905	19251	56298	@ 18:39:59
9	93580	7871	8.33747	19.68	797	683	936	19234	56392	@ 18:39:59
9	93816	7856	8.33326	19.68	712	612	848	19238	56472	@ 18:39:59
10	94066	7841	8.32952	19.68	735	623	873	19261	56593	@ 18:39:59
10	94277	7823	8.32581	19.69	646	615	826	19325	56734	@ 18:40:00
10	94498	7811	8.32191	19.7	723	656	877	19343	56859	@ 18:40:00
10	94754	7798	8.31787	19.7	743	671	927	19400	57009	@ 18:40:00
10	95009	7787	8.31387	19.7	721	642	897	19463	57154	@ 18:40:00
10	95247	7768	8.30954	19.7	695	630	868	19507	57274	@ 18:40:00
10	95489	7754	8.30588	19.68	757	631	873	19492	57407	@ 18:40:00
10	95781	7737	8.30176	19.69	742	629	921	19541	57587	@ 18:40:00
10	96032	7724	8.29756	19.69	764	670	921	19560	57691	@ 18:40:00
10	96293	7705	8.2935	19.69	732	629	890	19579	57831	@ 18:40:01
10	96551	7691	8.2898	19.7	744	650	908	19616	57960	@ 18:40:01
10	96758	7676	8.28579	19.7	685	673	880	19678	58121	@ 18:40:01
10	97005	7669	8.28177	19.7	715	635	882	19709	58241	@ 18:40:01
10	97259	7660	8.27806	19.7	727	640	894	19756	58397	@ 18:40:01
10	97491	7646	8.27439	19.69	737	650	882	19755	58551	@ 18:40:01
10	97819	7629	8.26952	19.68	779	626	954	19815	58720	@ 18:40:01
10	98095	7618	8.26571	19.68	788	674	950	19847	58886	@ 18:40:01
10	98369	7602	8.26177	19.69	765	652	926	19869	59035	@ 18:40:02
10	98634	7587	8.25794	19.7	771	659	924	19880	59148	@ 18:40:02
10	98860	7571	8.25444	19.7	705	652	878	19921	59275	@ 18:40:02
10	99114	7559	8.25081	19.68	727	656	910	19981	59467	@ 18:40:02
10	99383	7550	8.24688	19.68	722	627	896	20016	59609	@ 18:40:02
10	99654	7539	8.24284	19.68	755	628	899	20028	59732	@ 18:40:02
10	99990	7528	8.2396	19.7	727	563	899	20095	59963	@ 18:40:02
11	100305	7516	8.23591	19.72	827	649	964	20104	60126	@ 18:40:02
11	100597	7492	8.23184	19.71	752	637	929	20140	60291	@ 18:40:03
11	100881	7479	8.22803	19.71	772	655	939	20179	60446	@ 18:40:03
11	101116	7464	8.22461	19.69	739	654	889	20188	60573	@ 18:40:03
11	101379	7452	8.22122	19.7	789	657	920	20194	60736	@ 18:40:03
11	101637	7443	8.21763	19.72	738	651	909	20246	60910	@ 18:40:03
11	101891	7424	8.21386	19.73	688	632	886	20324	61060	@ 18:40:03
11	102166	7412	8.20962	19.74	792	649	924	20324	61220	@ 18:40:03
11	102434	7393	8.20539	19.74	773	670	938	20360	61391	@ 18:40:03
11	102735	7380	8.20184	19.73	758	643	944	20420	61603	@ 18:40:04
11	103059	7369	8.19792	19.74	805	638	962	20432	61786	@ 18:40:04
11	103410	7359	8.19403	19.76	750	618	969	20524	62001	@ 18:40:04
11	103730	7339	8.18991	19.76	765	643	963	20616	62196	@ 18:40:04
11	104006	7332	8.18599	19.77	775	670	946	20665	62351	@ 18:40:04
11	104292	7322	8.18198	19.77	750	653	939	20722	62540	@ 18:40:04
11	104685	7307	8.17801	19.78	825	595	988	20776	62762	@ 18:40:04
11	104930	7297	8.17442	19.76	756	682	927	20792	62876	@ 18:40:04
11	105260	7292	8.1706	19.76	793	673	1003	20852	63067	@ 18:40:05
11	105571	7274	8.16744	19.78	772	594	905	20847	63217	@ 18:40:05
11	105862	7256	8.1636	19.8	796	658	949	20888	63379	@ 18:40:05
11	106105	7246	8.16039	19.81	684	654	897	20982	63569	@ 18:40:05
11	106414	7232	8.15703	19.79	791	651	960	21038	63770	@ 18:40:05
11	106703	7217	8.15293	19.8	775	673	962	21091	63951	@ 18:40:05
11	107017	7207	8.14967	19.8	838	671	985	21101	64119	@ 18:40:05
12	107352	7192	8.14572	19.79	831	665	1000	21137	64306	@ 18:40:05
12	107680	7182	8.14209	19.78	756	599	927	21187	64503	@ 18:40:06
12	107979	7169	8.13809	19.8	819	684	983	21208	64652	@ 18:40:06
12	108339	7159	8.13455	19.79	807	626	986	21260	64862	@ 18:40:06
12	108679	7147	8.13053	19.78	758	628	968	21345	65062	@ 18:40:06
12	108996	7139	8.12669	19.79	810	664	981	21396	65229	@ 18:40:06
12	109327	7126	8.12327	19.8	797	677	1008	21476	65443	@ 18:40:06
12	109641	7114	8.11991	19.8	777	645	959	21529	65607	@ 18:40:06
12	109999	7107	8.11667	19.79	824	630	988	21566	65806	@ 18:40:06
12	110316	7098	8.11298	19.78	804	698	1015	21633	66008	@ 18:40:07
12	110591	7086	8.10918	19.76	825	738	1013	21695	66193	@ 18:40:07
12	110891	7078	8.10555	19.77	798	663	963	21722	66357	@ 18:40:07
12	111177	7066	8.10156	19.75	801	692	978	21764	66514	@ 18:40:07
12	111482	7059	8.09757	19.74	806	693	998	21827	66700	@ 18:40:07
12	111788	7044	8.09392	19.73	812	687	993	21870	66884	@ 18:40:07
12	112112	7030	8.08982	19.74	820	705	1029	21950	67071	@ 18:40:07
12	112411	7023	8.08625	19.74	837	682	981	21972	67218	@ 18:40:07
12	112711	7019	8.08276	19.74	829	709	1009	22015	67426	@ 18:40:08
12	112964	7003	8.07958	19.73	814	706	959	22015	67566	@ 18:40:08
12	113324	6991	8.07555	19.71	843	663	1023	22069	67748	@ 18:40:08
12	113631	6978	8.07177	19.72	862	702	1009	22070	67901	@ 18:40:08
12	113924	6970	8.06826	19.7	795	713	1006	22134	68089	@ 18:40:08
12	114343	6961	8.06532	19.72	853	640	1059	22227	68341	@ 18:40:08
12	114682	6947	8.06173	19.72	813	703	1042	22329	68565	@ 18:40:08
13	115043	6942	8.05857	19.72	811	672	1033	22426	68764	@ 18:40:09
13	115411	6931	8.05465	19.72	861	668	1036	22478	68958	@ 18:40:09
13	115706	6915	8.05093	19.7	829	685	980	22481	69076	@ 18:40:09
13	116125	6902	8.04775	19.69	884	655	1074	22544	69328	@ 18:40:09
13	116466	6897	8.04439	19.69	828	684	1025	22601	69507	@ 18:40:09
13	116806	6890	8.0407	19.67	811	680	1020	22678	69731	@ 18:40:09
13	117173	6873	8.03677	19.65	874	713	1080	22748	69968	@ 18:40:09
13	117535	6860	8.03294	19.66	877	689	1051	22784	70170	@ 18:40:09
13	117814	6853	8.02941	19.67	789	700	979	22828	70328	@ 18:40:10
13	118134	6846	8.02595	19.67	838	728	1048	22911	70509	@ 18:40:10
13	118542	6835	8.02206	19.68	902	688	1096	22982	70749	@ 18:40:10
13	118901	6825	8.018	19.67	858	694	1053	23023	70920	@ 18:40:10
13	119268	6815	8.01405	19.68	865	685	1052	23067	71144	@ 18:40:10
13	119629	6803	8.01031	19.69	883	700	1061	23098	71321	@ 18:40:10
13	119970	6787	8.00702	19.71	842	705	1046	23161	71503	@ 18:40:10
13	120271	6779	8.00398	19.71	827	698	999	23222	71660	@ 18:40:10
13	120639	6768	8.00004	19.7	948	748	1116	23249	71848	@ 18:40:11
13	120950	6757	7.99614	19.68	871	765	1076	23317	72017	@ 18:40:11
13	121297	6747	7.99304	19.68	855	684	1031	23382	72230	@ 18:40:11
13	121653	6737	7.98944	19.69	919	767	1123	23445	72474	@ 18:40:11
13	122036	6728	7.98614	19.7	842	704	1087	23544	72725	@ 18:40:11
13	122395	6717	7.98284	19.7	902	708	1067	23594	72946	@ 18:40:11
13	122794	6711	7.97947	19.71	869	681	1080	23686	73176	@ 18:40:11
13	123168	6697	7.975	19.69	874	740	1114	23771	73414	@ 18:40:12
14	123563	6690	7.97127	19.68	903	701	1096	23836	73653	@ 18:40:12
14	123970	6681	7.96812	19.69	874	670	1077	23925	73912	@ 18:40:12
14	124238	6672	7.96512	19.69	808	739	1007	23993	74094	@ 18:40:12
14	124690	6666	7.96215	19.68	938	677	1129	24041	74352	@ 18:40:12
14	125089	6656	7.95904	19.68	943	694	1093	24068	74575	@ 18:40:12
14	125473	6640	7.95492	19.69	952	749	1133	24111	74768	@ 18:40:12
14	125806	6626	7.95118	19.69	873	736	1069	24173	74979	@ 18:40:13
14	126232	6612	7.94769	19.69	953	734	1160	24222	75227	@ 18:40:13
14	126689	6599	7.94402	19.67	948	701	1158	24306	75461	@ 18:40:13
14	127063	6591	7.94049	19.68	883	749	1123	24406	75714	@ 18:40:13
14	127499	6580	7.93704	19.67	931	707	1143	24479	75961	@ 18:40:13
14	127848	6568	7.93407	19.66	871	731	1080	24557	76195	@ 18:40:13
14	128275	6558	7.92986	19.65	933	719	1146	24657	76459	@ 18:40:13
14	128667	6548	7.92682	19.67	864	708	1100	24763	76700	@ 18:40:13
14	129030	6538	7.92415	19.68	922	737	1100	24780	76929	@ 18:40:14
14	129414	6532	7.92089	19.69	941	737	1121	24815	77118	@ 18:40:14
14	129791	6520	7.91723	19.7	886	728	1105	24883	77307	@ 18:40:14
14	130245	6508	7.91332	19.7	995	741	1195	24942	77558	@ 18:40:14
14	130673	6495	7.90957	19.71	921	703	1131	25036	77802	@ 18:40:14
14	131159	6484	7.90586	19.72	978	723	1209	25132	78110	@ 18:40:14
14	131591	6473	7.90189	19.72	961	727	1159	25184	78346	@ 18:40:14
14	131998	6455	7.89824	19.74	968	755	1162	25215	78588	@ 18:40:15
14	132420	6445	7.89476	19.75	966	748	1170	25284	78813	@ 18:40:15
14	132768	6432	7.89167	19.76	884	747	1095	25345	79023	@ 18:40:15
15	133139	6421	7.88824	19.76	964	758	1129	25374	79207	@ 18:40:15
15	133559	6407	7.88494	19.76	972	748	1168	25432	79441	@ 18:40:15
15	133985	6391	7.88131	19.76	939	732	1158	25515	79717	@ 18:40:15
15	134359	6377	7.87785	19.76	891	786	1160	25643	79962	@ 18:40:15
