days	popsize	nclones	shannon	CycleMedian	restingCells	numberOfDeaths	newCells	lenProliferating	stemNumber	time
0	10480	9973	9.19016	19.66	419	27	507	10061	10261	@ 18:38:59
0	11001	9960	9.17456	19.68	473	16	537	10111	10566	@ 18:38:59
0	11514	9939	9.16169	19.69	460	27	540	10165	10854	@ 18:38:59
0	12004	9915	9.15174	19.7	442	32	522	10213	11136	@ 18:38:59
0	12523	9897	9.14462	19.71	466	33	552	10270	11435	@ 18:38:59
0	13026	9883	9.14021	19.73	415	28	531	10362	11739	@ 18:38:59
0	13502	9868	9.13748	19.69	419	37	513	10430	12005	@ 18:38:59
0	13919	9848	9.13555	19.7	382	45	462	10479	12237	@ 18:38:59
0	14346	9832	9.13503	19.7	389	37	464	10531	12482	@ 18:39:00
0	14798	9810	9.13497	19.73	411	50	502	10580	12727	@ 18:39:00
0	15277	9794	9.13652	19.75	421	55	534	10658	13011	@ 18:39:00
0	15681	9779	9.13833	19.79	414	55	459	10666	13206	@ 18:39:00
0	16084	9768	9.14094	19.79	377	59	462	10707	13424	@ 18:39:00
0	16522	9757	9.14429	19.81	401	59	497	10768	13690	@ 18:39:00
0	16923	9745	9.14656	19.79	360	67	468	10829	13930	@ 18:39:00
0	17308	9734	9.14766	19.8	377	73	458	10864	14138	@ 18:39:00
0	17653	9724	9.14743	19.8	372	89	434	10873	14318	@ 18:39:00
0	18052	9709	9.14601	19.77	403	78	477	10887	14530	@ 18:39:00
0	18455	9702	9.14389	19.79	369	69	472	10947	14776	@ 18:39:00
0	18894	9694	9.14091	19.78	406	82	521	11020	15034	@ 18:39:00
0	19329	9685	9.13783	19.79	424	103	538	11071	15279	@ 18:39:00
0	19764	9677	9.13492	19.8	447	97	532	11095	15510	@ 18:39:00
0	20202	9668	9.13111	19.81	452	107	545	11124	15739	@ 18:39:00
0	20588	9662	9.12764	19.8	426	130	516	11136	15940	@ 18:39:00
1	20946	9654	9.12392	19.79	451	146	504	11110	16093	@ 18:39:01
1	21300	9638	9.11944	19.8	448	167	521	11110	16268	@ 18:39:01
1	21638	9628	9.11551	19.79	428	196	534	11115	16430	@ 18:39:01
1	22002	9617	9.11184	19.81	455	183	547	11116	16607	@ 18:39:01
1	22320	9613	9.10848	19.82	398	182	500	11115	16758	@ 18:39:01
1	22613	9609	9.10603	19.85	415	193	486	11096	16888	@ 18:39:01
1	22872	9598	9.10222	19.84	355	199	458	11091	17016	@ 18:39:01
1	23114	9583	9.09803	19.85	430	249	491	11032	17122	@ 18:39:01
1	23352	9565	9.09305	19.85	424	265	503	10986	17214	@ 18:39:01
1	23509	9541	9.08733	19.87	379	303	460	10920	17269	@ 18:39:01
1	23722	9516	9.08089	19.86	439	293	506	10857	17350	@ 18:39:01
1	23961	9495	9.07487	19.83	420	286	525	10831	17470	@ 18:39:01
1	24155	9479	9.06907	19.84	410	326	520	10801	17563	@ 18:39:01
1	24294	9450	9.06139	19.83	409	357	496	10733	17592	@ 18:39:01
1	24456	9426	9.05429	19.84	440	357	519	10669	17634	@ 18:39:01
1	24587	9408	9.04821	19.83	435	366	497	10565	17660	@ 18:39:01
1	24732	9386	9.0416	19.85	425	371	516	10494	17710	@ 18:39:02
1	24845	9362	9.03585	19.87	373	361	474	10453	17743	@ 18:39:02
1	24912	9333	9.02861	19.87	369	392	459	10357	17725	@ 18:39:02
1	24937	9304	9.0215	19.89	395	423	448	10211	17654	@ 18:39:02
1	24974	9273	9.01459	19.87	347	389	426	10135	17630	@ 18:39:02
1	24998	9240	9.00784	19.89	358	409	433	10054	17595	@ 18:39:02
1	25070	9203	9.00133	19.9	376	385	457	9979	17620	@ 18:39:02
1	25086	9169	8.99456	19.93	349	415	431	9895	17592	@ 18:39:02
2	25110	9140	8.98838	19.92	370	400	424	9787	17532	@ 18:39:02
2	25229	9106	8.98166	19.91	370	337	456	9740	17547	@ 18:39:02
2	25283	9074	8.9745	19.87	387	396	450	9659	17519	@ 18:39:02
2	25382	9045	8.96717	19.87	407	374	473	9585	17540	@ 18:39:02
2	25411	9011	8.95831	19.83	372	419	448	9517	17506	@ 18:39:02
2	25475	8974	8.95031	19.83	380	383	447	9439	17506	@ 18:39:02
2	25554	8943	8.94313	19.8	379	385	464	9391	17516	@ 18:39:02
2	25578	8901	8.935	19.8	371	433	457	9323	17491	@ 18:39:03
2	25632	8875	8.92861	19.81	369	385	439	9256	17477	@ 18:39:03
2	25668	8845	8.92242	19.82	329	393	429	9214	17473	@ 18:39:03
2	25662	8812	8.91608	19.83	310	382	376	9147	17458	@ 18:39:03
2	25692	8776	8.9087	19.85	353	405	435	9078	17456	@ 18:39:03
2	25690	8739	8.90269	19.85	346	393	391	8980	17402	@ 18:39:03
2	25736	8708	8.89637	19.86	342	378	424	8937	17402	@ 18:39:03
2	25792	8694	8.89079	19.88	317	333	389	8890	17422	@ 18:39:03
2	25773	8669	8.88493	19.91	309	391	372	8821	17384	@ 18:39:03
2	25816	8631	8.87698	19.92	319	348	391	8788	17419	@ 18:39:03
2	25845	8601	8.86974	19.89	303	355	384	8740	17415	@ 18:39:03
2	25881	8566	8.86163	19.9	314	355	391	8699	17415	@ 18:39:03
2	25859	8528	8.8539	19.93	296	386	364	8649	17385	@ 18:39:03
2	25877	8492	8.84546	19.91	340	388	406	8581	17370	@ 18:39:03
2	25965	8469	8.83842	19.91	348	358	446	8558	17413	@ 18:39:03
2	26047	8440	8.83068	19.87	337	340	422	8544	17431	@ 18:39:03
2	26054	8412	8.82494	19.88	297	348	355	8490	17402	@ 18:39:03
3	26105	8382	8.81786	19.89	337	346	397	8438	17402	@ 18:39:04
3	26127	8343	8.81029	19.89	344	376	398	8364	17377	@ 18:39:04
3	26175	8308	8.80294	19.92	319	337	385	8328	17372	@ 18:39:04
3	26217	8291	8.79706	19.93	298	315	357	8292	17385	@ 18:39:04
3	26237	8265	8.79103	19.93	296	324	344	8245	17369	@ 18:39:04
3	26246	8238	8.78386	19.92	290	340	349	8196	17347	@ 18:39:04
3	26272	8202	8.77582	19.93	307	346	372	8145	17329	@ 18:39:04
3	26326	8175	8.7698	19.95	313	318	372	8109	17344	@ 18:39:04
3	26347	8137	8.76219	19.95	311	351	372	8055	17326	@ 18:39:04
3	26392	8094	8.75459	19.98	283	312	357	8036	17359	@ 18:39:04
3	26423	8059	8.74643	19.98	316	322	353	7971	17357	@ 18:39:04
3	26454	8028	8.73978	19.96	292	324	355	7934	17347	@ 18:39:04
3	26477	7995	8.73317	19.98	271	348	371	7936	17345	@ 18:39:04
3	26550	7961	8.72454	19.94	324	335	408	7920	17388	@ 18:39:04
3	26582	7932	8.71677	19.89	272	328	360	7916	17416	@ 18:39:04
3	26635	7902	8.70886	19.88	307	307	360	7883	17425	@ 18:39:05
3	26697	7868	8.70035	19.9	309	322	384	7870	17445	@ 18:39:05
3	26762	7835	8.69239	19.91	348	322	387	7813	17449	@ 18:39:05
3	26816	7805	8.68569	19.9	263	274	328	7807	17468	@ 18:39:05
3	26847	7775	8.67867	19.91	284	314	345	7785	17485	@ 18:39:05
3	26886	7737	8.67104	19.94	300	328	367	7764	17490	@ 18:39:05
3	26896	7707	8.66417	19.92	267	316	326	7732	17472	@ 18:39:05
3	26925	7675	8.6574	19.9	276	309	338	7700	17458	@ 18:39:05
3	26961	7652	8.65077	19.87	289	322	358	7665	17458	@ 18:39:05
4	26988	7622	8.6436	19.88	293	314	341	7635	17454	@ 18:39:05
4	27009	7596	8.63738	19.88	247	282	303	7599	17445	@ 18:39:05
4	27033	7569	8.63018	19.87	245	289	313	7575	17443	@ 18:39:05
4	27110	7547	8.62333	19.87	278	263	340	7561	17472	@ 18:39:05
4	27164	7532	8.61804	19.88	259	283	337	7556	17500	@ 18:39:05
4	27233	7508	8.611	19.84	288	289	358	7545	17534	@ 18:39:05
4	27292	7486	8.60371	19.83	293	295	354	7521	17566	@ 18:39:05
4	27397	7471	8.59741	19.86	335	276	381	7493	17603	@ 18:39:06
4	27484	7440	8.58927	19.87	312	285	372	7481	17627	@ 18:39:06
4	27536	7407	8.58226	19.89	279	282	334	7454	17637	@ 18:39:06
4	27555	7384	8.57607	19.87	253	312	331	7444	17631	@ 18:39:06
4	27590	7355	8.56927	19.87	283	301	336	7426	17626	@ 18:39:06
4	27612	7333	8.56163	19.86	279	316	338	7405	17612	@ 18:39:06
4	27678	7306	8.55376	19.85	305	288	354	7382	17626	@ 18:39:06
4	27714	7284	8.54762	19.84	263	295	331	7380	17640	@ 18:39:06
4	27757	7260	8.54165	19.85	274	284	327	7363	17654	@ 18:39:06
4	27808	7236	8.53456	19.82	271	290	341	7364	17680	@ 18:39:06
4	27861	7206	8.52663	19.78	262	281	334	7362	17703	@ 18:39:06
4	27894	7181	8.51949	19.8	251	284	317	7345	17706	@ 18:39:06
4	27975	7158	8.51261	19.78	310	281	362	7322	17740	@ 18:39:06
4	28001	7137	8.50749	19.75	231	246	272	7301	17753	@ 18:39:06
4	28034	7113	8.50084	19.77	292	302	335	7257	17763	@ 18:39:06
4	28057	7085	8.49399	19.78	290	324	347	7221	17753	@ 18:39:07
4	28101	7053	8.48574	19.77	290	299	343	7206	17773	@ 18:39:07
5	28194	7021	8.47821	19.79	287	259	352	7206	17801	@ 18:39:07
5	28257	6994	8.47125	19.8	309	270	333	7164	17831	@ 18:39:07
5	28348	6970	8.46425	19.79	287	265	356	7172	17887	@ 18:39:07
5	28424	6947	8.45826	19.76	250	224	300	7168	17908	@ 18:39:07
5	28461	6919	8.45222	19.76	282	299	336	7140	17912	@ 18:39:07
5	28500	6892	8.44545	19.77	260	277	316	7129	17906	@ 18:39:07
5	28538	6862	8.43882	19.8	232	267	305	7136	17933	@ 18:39:07
5	28589	6833	8.43008	19.85	293	294	345	7120	17949	@ 18:39:07
5	28658	6813	8.42389	19.84	279	268	337	7117	17965	@ 18:39:07
5	28731	6786	8.417	19.83	254	269	342	7134	18020	@ 18:39:07
5	28789	6765	8.41074	19.83	265	266	324	7132	18040	@ 18:39:07
5	28823	6740	8.40361	19.83	242	265	299	7124	18063	@ 18:39:07
5	28882	6716	8.3972	19.84	268	261	320	7108	18086	@ 18:39:07
5	28922	6700	8.39189	19.82	260	272	312	7085	18098	@ 18:39:08
5	28957	6673	8.38348	19.81	243	285	320	7089	18119	@ 18:39:08
5	29052	6646	8.3763	19.77	273	260	355	7107	18168	@ 18:39:08
5	29155	6615	8.36804	19.8	261	239	342	7126	18227	@ 18:39:08
5	29206	6593	8.36138	19.79	255	264	315	7108	18245	@ 18:39:08
5	29260	6576	8.35549	19.8	266	270	324	7096	18253	@ 18:39:08
5	29287	6555	8.34901	19.76	239	263	290	7081	18270	@ 18:39:08
5	29358	6534	8.34191	19.75	245	265	336	7112	18322	@ 18:39:08
5	29407	6520	8.337	19.72	249	257	306	7105	18344	@ 18:39:08
5	29453	6502	8.33128	19.72	269	270	316	7092	18361	@ 18:39:08
5	29523	6485	8.32597	19.71	240	239	309	7110	18393	@ 18:39:08
6	29594	6459	8.31861	19.71	276	273	344	7121	18436	@ 18:39:08
6	29668	6437	8.31168	19.68	284	269	343	7110	18471	@ 18:39:08
6	29731	6415	8.30496	19.7	258	244	307	7097	18491	@ 18:39:08
6	29781	6400	8.29811	19.7	273	259	309	7067	18498	@ 18:39:08
6	29872	6379	8.29289	19.68	258	224	315	7063	18539	@ 18:39:09
6	29944	6355	8.28604	19.69	266	261	333	7068	18571	@ 18:39:09
6	30027	6335	8.28061	19.72	268	255	338	7088	18603	@ 18:39:09
6	30099	6311	8.27385	19.75	260	262	334	7100	18651	@ 18:39:09
6	30218	6292	8.26811	19.77	280	223	342	7112	18712	@ 18:39:09
6	30301	6272	8.26183	19.77	263	247	330	7116	18754	@ 18:39:09
6	30349	6250	8.25467	19.76	258	277	325	7117	18770	@ 18:39:09
6	30396	6230	8.24777	19.75	247	267	314	7117	18787	@ 18:39:09
6	30466	6218	8.24231	19.77	289	267	337	7108	18829	@ 18:39:09
6	30505	6195	8.23615	19.78	257	286	325	7098	18849	@ 18:39:09
6	30579	6183	8.23073	19.78	273	243	317	7074	18874	@ 18:39:09
6	30646	6168	8.22587	19.77	278	258	325	7061	18910	@ 18:39:09
6	30692	6149	8.21926	19.77	255	261	307	7054	18927	@ 18:39:09
6	30795	6134	8.21313	19.78	260	215	318	7064	18987	@ 18:39:10
6	30845	6109	8.20691	19.78	236	257	307	7080	18994	@ 18:39:10
6	30946	6091	8.20023	19.8	279	248	349	7096	19055	@ 18:39:10
6	30980	6074	8.19411	19.77	224	247	281	7098	19081	@ 18:39:10
6	31031	6053	8.18925	19.77	254	259	310	7083	19100	@ 18:39:10
6	31080	6031	8.18265	19.75	259	256	305	7075	19127	@ 18:39:10
6	31154	6014	8.1763	19.71	263	251	325	7080	19160	@ 18:39:10
7	31176	5998	8.17074	19.68	271	273	295	7041	19141	@ 18:39:10
7	31269	5974	8.16328	19.66	279	259	352	7068	19206	@ 18:39:10
7	31350	5952	8.15564	19.65	283	256	337	7062	19252	@ 18:39:10
7	31503	5939	8.14933	19.66	301	222	375	7085	19345	@ 18:39:10
7	31584	5923	8.14396	19.66	267	245	326	7085	19383	@ 18:39:10
7	31660	5907	8.13754	19.64	256	252	328	7095	19433	@ 18:39:10
7	31750	5898	8.13203	19.66	271	241	331	7095	19477	@ 18:39:10
7	31824	5884	8.12566	19.64	275	260	334	7095	19520	@ 18:39:10
7	31901	5861	8.11937	19.61	244	239	316	7111	19555	@ 18:39:11
7	32019	5845	8.11319	19.6	312	252	370	7113	19624	@ 18:39:11
7	32090	5824	8.10641	19.61	269	264	335	7116	19664	@ 18:39:11
7	32141	5804	8.10005	19.61	231	235	286	7119	19695	@ 18:39:11
7	32244	5788	8.09398	19.63	268	234	337	7140	19769	@ 18:39:11
7	32310	5768	8.08841	19.61	230	246	312	7166	19824	@ 18:39:11
7	32368	5747	8.08196	19.59	260	260	318	7159	19842	@ 18:39:11
7	32437	5727	8.07506	19.59	256	253	322	7170	19893	@ 18:39:11
7	32510	5709	8.06762	19.59	267	240	313	7171	19912	@ 18:39:11
7	32620	5688	8.06035	19.59	283	248	358	7181	19966	@ 18:39:11
7	32699	5673	8.05493	19.58	297	261	340	7160	19999	@ 18:39:11
7	32743	5656	8.04892	19.59	243	257	301	7165	20028	@ 18:39:11
7	32851	5641	8.04316	19.6	280	227	335	7168	20098	@ 18:39:11
7	32885	5623	8.03706	19.58	233	254	288	7168	20120	@ 18:39:11
7	32989	5609	8.03027	19.58	274	246	350	7191	20193	@ 18:39:11
7	33103	5597	8.0237	19.6	288	225	339	7208	20267	@ 18:39:11
8	33203	5577	8.01776	19.58	243	226	326	7239	20340	@ 18:39:12
8	33316	5564	8.01224	19.59	266	230	343	7270	20415	@ 18:39:12
8	33410	5548	8.00555	19.6	245	222	316	7293	20473	@ 18:39:12
8	33509	5531	7.99943	19.63	267	236	335	7309	20520	@ 18:39:12
8	33636	5508	7.99209	19.63	298	237	364	7316	20581	@ 18:39:12
8	33705	5494	7.98634	19.62	244	237	306	7338	20636	@ 18:39:12
8	33796	5478	7.9799	19.6	260	228	319	7335	20671	@ 18:39:12
8	33921	5468	7.97456	19.61	276	218	343	7357	20758	@ 18:39:12
8	34045	5455	7.96911	19.59	296	220	344	7358	20831	@ 18:39:12
8	34173	5440	7.96258	19.58	301	226	354	7360	20883	@ 18:39:12
8	34248	5423	7.95721	19.6	287	249	324	7340	20915	@ 18:39:12
8	34313	5397	7.94948	19.59	292	279	344	7341	20945	@ 18:39:12
8	34383	5384	7.94405	19.59	280	264	334	7338	20967	@ 18:39:12
8	34487	5375	7.93901	19.6	271	238	342	7353	21029	@ 18:39:12
8	34595	5365	7.93317	19.59	273	229	337	7362	21086	@ 18:39:12
8	34744	5352	7.92673	19.57	327	246	395	7375	21172	@ 18:39:13
8	34865	5334	7.92063	19.59	291	238	359	7384	21232	@ 18:39:13
8	34969	5322	7.91566	19.58	290	234	338	7388	21284	@ 18:39:13
8	35029	5300	7.91013	19.59	246	244	304	7389	21306	@ 18:39:13
8	35132	5284	7.90392	19.59	308	259	362	7386	21361	@ 18:39:13
8	35221	5270	7.89775	19.57	244	242	331	7422	21429	@ 18:39:13
8	35313	5253	7.89156	19.57	297	261	353	7420	21472	@ 18:39:13
8	35378	5231	7.88537	19.57	263	247	312	7422	21502	@ 18:39:13
8	35477	5215	7.87889	19.58	255	239	338	7455	21549	@ 18:39:13
9	35545	5200	7.87202	19.6	293	276	344	7456	21580	@ 18:39:13
9	35665	5187	7.86768	19.61	277	224	344	7482	21640	@ 18:39:13
9	35784	5170	7.86138	19.6	289	228	347	7486	21704	@ 18:39:13
9	35854	5157	7.85619	19.61	271	256	326	7496	21725	@ 18:39:13
9	35980	5145	7.84924	19.62	303	235	361	7501	21805	@ 18:39:13
9	36048	5131	7.84299	19.61	266	268	336	7520	21856	@ 18:39:14
9	36174	5114	7.83665	19.61	293	244	370	7537	21925	@ 18:39:14
9	36299	5098	7.8303	19.58	273	249	374	7585	22011	@ 18:39:14
9	36437	5090	7.82424	19.58	316	244	382	7598	22078	@ 18:39:14
9	36496	5070	7.81857	19.58	278	262	321	7578	22085	@ 18:39:14
9	36562	5057	7.81233	19.58	296	249	315	7545	22100	@ 18:39:14
9	36680	5045	7.80722	19.6	265	217	335	7575	22172	@ 18:39:14
9	36789	5033	7.80221	19.63	282	224	333	7568	22222	@ 18:39:14
9	36917	5024	7.79662	19.64	290	242	370	7606	22308	@ 18:39:14
9	36963	5011	7.79165	19.64	288	281	327	7582	22318	@ 18:39:14
9	37101	4996	7.78627	19.61	287	217	355	7598	22391	@ 18:39:14
9	37201	4981	7.78058	19.6	259	239	339	7626	22458	@ 18:39:14
9	37313	4967	7.77482	19.59	296	258	370	7648	22532	@ 18:39:14
9	37407	4958	7.76916	19.6	294	258	352	7657	22602	@ 18:39:14
9	37490	4947	7.76366	19.61	252	260	343	7703	22652	@ 18:39:14
9	37604	4929	7.75872	19.58	287	237	351	7721	22724	@ 18:39:15
9	37720	4912	7.75274	19.53	273	239	355	7747	22780	@ 18:39:15
9	37840	4901	7.74601	19.52	308	261	381	7770	22850	@ 18:39:15
9	37999	4881	7.73795	19.55	353	249	408	7780	22936	@ 18:39:15
10	38073	4871	7.73321	19.54	289	264	338	7767	22961	@ 18:39:15
10	38180	4849	7.7262	19.52	300	241	348	7770	23011	@ 18:39:15
10	38288	4837	7.71982	19.54	304	261	369	7776	23067	@ 18:39:15
10	38399	4821	7.71431	19.54	305	264	375	7793	23144	@ 18:39:15
10	38535	4809	7.70889	19.54	289	236	372	7837	23232	@ 18:39:15
10	38651	4787	7.70236	19.54	264	246	362	7884	23303	@ 18:39:15
10	38754	4771	7.69648	19.54	266	244	347	7909	23377	@ 18:39:15
10	38825	4750	7.69054	19.55	282	267	338	7910	23418	@ 18:39:15
10	38890	4736	7.68605	19.53	265	252	317	7913	23456	@ 18:39:15
10	39000	4725	7.68078	19.54	300	246	356	7930	23523	@ 18:39:15
10	39159	4710	7.67414	19.52	323	240	399	7968	23613	@ 18:39:15
10	39252	4699	7.66951	19.54	289	266	359	7990	23662	@ 18:39:16
10	39332	4684	7.6644	19.52	285	273	353	8005	23721	@ 18:39:16
10	39439	4673	7.65793	19.5	294	246	353	8004	23781	@ 18:39:16
10	39537	4660	7.65244	19.53	294	250	348	8007	23842	@ 18:39:16
10	39724	4654	7.64728	19.52	336	223	410	8031	23942	@ 18:39:16
10	39831	4643	7.64153	19.53	298	269	376	8056	24003	@ 18:39:16
10	39945	4636	7.63713	19.52	314	263	377	8051	24059	@ 18:39:16
10	40082	4630	7.63156	19.51	352	266	403	8046	24130	@ 18:39:16
10	40174	4609	7.62578	19.52	280	247	339	8061	24188	@ 18:39:16
10	40336	4604	7.61979	19.5	343	254	416	8086	24297	@ 18:39:16
10	40458	4591	7.6154	19.5	292	245	367	8110	24371	@ 18:39:16
10	40510	4580	7.61076	19.51	297	287	339	8104	24399	@ 18:39:16
10	40617	4566	7.60438	19.52	318	267	374	8114	24467	@ 18:39:16
11	40726	4556	7.60042	19.5	322	264	373	8119	24531	@ 18:39:16
11	40873	4545	7.59493	19.51	329	254	401	8135	24620	@ 18:39:17
11	40959	4531	7.58936	19.5	317	293	379	8132	24665	@ 18:39:17
11	41063	4521	7.58428	19.51	313	268	372	8137	24722	@ 18:39:17
11	41196	4510	7.5784	19.55	319	268	401	8162	24794	@ 18:39:17
11	41303	4492	7.57213	19.57	340	282	389	8164	24848	@ 18:39:17
11	41421	4481	7.56698	19.57	320	263	381	8170	24902	@ 18:39:17
11	41561	4467	7.56016	19.61	343	280	420	8196	24982	@ 18:39:17
11	41675	4450	7.55447	19.59	313	270	384	8219	25068	@ 18:39:17
11	41744	4440	7.55029	19.57	266	282	351	8247	25134	@ 18:39:17
11	41879	4424	7.54399	19.57	338	286	421	8278	25211	@ 18:39:17
11	41961	4409	7.53807	19.59	293	269	351	8294	25258	@ 18:39:17
11	42041	4394	7.53236	19.56	317	280	360	8278	25310	@ 18:39:17
11	42107	4385	7.52804	19.54	281	291	357	8282	25343	@ 18:39:17
11	42216	4374	7.52259	19.54	304	255	364	8284	25403	@ 18:39:17
11	42370	4366	7.51795	19.57	338	236	390	8300	25479	@ 18:39:17
11	42477	4355	7.51344	19.56	300	277	384	8323	25544	@ 18:39:18
11	42590	4341	7.50834	19.55	329	264	377	8321	25593	@ 18:39:18
11	42686	4328	7.50329	19.57	310	261	357	8306	25621	@ 18:39:18
11	42802	4314	7.49758	19.59	284	245	361	8347	25699	@ 18:39:18
11	42957	4300	7.49206	19.58	330	252	407	8355	25785	@ 18:39:18
11	43105	4285	7.48623	19.56	316	253	401	8400	25862	@ 18:39:18
11	43213	4275	7.48128	19.56	311	287	395	8415	25928	@ 18:39:18
11	43370	4261	7.47512	19.6	335	259	416	8444	26004	@ 18:39:18
12	43496	4251	7.47147	19.58	319	262	388	8463	26086	@ 18:39:18
12	43591	4236	7.46689	19.58	308	270	365	8476	26136	@ 18:39:18
12	43724	4224	7.46185	19.59	336	283	416	8496	26238	@ 18:39:18
12	43819	4210	7.45664	19.6	314	293	388	8518	26309	@ 18:39:18
12	43939	4205	7.45222	19.62	313	297	417	8555	26386	@ 18:39:18
12	44094	4195	7.44665	19.63	313	248	403	8596	26493	@ 18:39:18
12	44227	4186	7.44232	19.63	349	283	416	8604	26553	@ 18:39:19
12	44381	4175	7.43754	19.61	352	277	431	8615	26635	@ 18:39:19
12	44438	4163	7.43312	19.63	292	293	350	8602	26657	@ 18:39:19
12	44524	4148	7.42807	19.64	302	287	373	8626	26713	@ 18:39:19
12	44579	4138	7.42397	19.63	283	330	385	8667	26746	@ 18:39:19
12	44683	4128	7.4193	19.63	311	290	394	8680	26807	@ 18:39:19
12	44738	4114	7.41399	19.61	281	303	358	8708	26837	@ 18:39:19
12	44847	4102	7.40877	19.6	334	290	399	8719	26887	@ 18:39:19
12	44973	4091	7.40387	19.6	321	279	405	8753	26946	@ 18:39:19
12	45039	4081	7.39944	19.61	288	303	369	8765	26986	@ 18:39:19
12	45115	4072	7.39478	19.62	348	316	392	8747	27030	@ 18:39:19
12	45220	4057	7.39005	19.62	317	291	396	8767	27085	@ 18:39:19
12	45365	4043	7.38431	19.63	345	273	418	8794	27183	@ 18:39:19
12	45481	4035	7.38052	19.61	345	286	402	8797	27248	@ 18:39:19
12	45609	4031	7.37517	19.59	385	312	440	8790	27306	@ 18:39:20
12	45747	4022	7.37016	19.6	343	270	408	8808	27382	@ 18:39:20
12	45870	4013	7.36508	19.6	338	303	426	8823	27452	@ 18:39:20
12	45964	4002	7.35974	19.59	307	286	380	8851	27518	@ 18:39:20
13	46115	3991	7.35507	19.58	337	273	424	8892	27615	@ 18:39:20
13	46208	3972	7.35034	19.57	328	313	406	8908	27673	@ 18:39:20
13	46373	3962	7.34595	19.59	350	293	458	8949	27748	@ 18:39:20
13	46447	3942	7.3402	19.58	305	310	384	8976	27808	@ 18:39:20
13	46596	3933	7.33467	19.57	365	284	433	8994	27876	@ 18:39:20
13	46697	3919	7.32983	19.55	336	320	421	9018	27947	@ 18:39:20
13	46738	3907	7.32542	19.56	363	366	407	8984	27938	@ 18:39:20
13	46835	3899	7.32161	19.56	339	317	414	8997	27975	@ 18:39:20
13	46937	3888	7.31564	19.58	333	309	411	9018	28042	@ 18:39:20
13	46978	3879	7.31125	19.59	348	359	400	8992	28056	@ 18:39:20
13	47058	3867	7.3081	19.6	330	316	396	9004	28090	@ 18:39:21
13	47146	3857	7.30343	19.6	340	323	411	9018	28135	@ 18:39:21
13	47289	3843	7.2972	19.62	379	306	449	9043	28238	@ 18:39:21
13	47407	3836	7.29293	19.66	359	301	419	9058	28320	@ 18:39:21
13	47483	3828	7.2881	19.65	368	334	410	9037	28340	@ 18:39:21
13	47582	3817	7.28234	19.62	358	318	417	9042	28385	@ 18:39:21
13	47669	3804	7.27767	19.64	346	307	394	9040	28413	@ 18:39:21
13	47759	3798	7.27335	19.63	310	305	395	9074	28470	@ 18:39:21
13	47869	3789	7.26898	19.63	345	308	418	9085	28515	@ 18:39:21
13	47972	3776	7.26397	19.62	347	324	427	9098	28583	@ 18:39:21
13	48095	3770	7.25918	19.63	400	325	448	9076	28636	@ 18:39:21
13	48219	3760	7.25496	19.63	375	333	457	9099	28725	@ 18:39:21
13	48306	3748	7.2502	19.62	324	331	418	9124	28783	@ 18:39:21
13	48426	3739	7.24628	19.63	363	324	444	9149	28851	@ 18:39:21
14	48535	3732	7.24289	19.64	350	307	416	9152	28900	@ 18:39:21
14	48632	3723	7.2379	19.65	325	312	409	9171	28966	@ 18:39:22
14	48744	3717	7.23442	19.62	361	311	423	9148	29016	@ 18:39:22
14	48856	3703	7.22983	19.61	382	340	452	9162	29098	@ 18:39:22
14	48938	3693	7.22517	19.63	310	323	405	9193	29165	@ 18:39:22
14	49048	3683	7.22088	19.62	328	306	416	9228	29251	@ 18:39:22
14	49223	3673	7.21592	19.64	384	306	481	9270	29362	@ 18:39:22
14	49359	3668	7.21238	19.64	371	308	444	9280	29457	@ 18:39:22
14	49403	3655	7.2084	19.66	320	326	370	9264	29487	@ 18:39:22
14	49535	3652	7.20388	19.65	368	318	450	9278	29559	@ 18:39:22
14	49632	3642	7.20039	19.65	350	322	419	9299	29611	@ 18:39:22
14	49750	3632	7.19728	19.64	345	286	404	9303	29685	@ 18:39:22
14	49872	3627	7.19383	19.64	334	297	419	9346	29772	@ 18:39:22
14	49937	3611	7.18826	19.64	334	344	409	9360	29822	@ 18:39:22
14	50024	3602	7.1842	19.66	327	340	427	9407	29867	@ 18:39:22
14	50134	3596	7.18064	19.66	317	301	411	9450	29954	@ 18:39:23
14	50219	3585	7.17593	19.64	360	320	405	9443	29992	@ 18:39:23
14	50334	3575	7.17163	19.66	336	315	430	9475	30060	@ 18:39:23
14	50473	3568	7.16852	19.66	372	299	438	9485	30125	@ 18:39:23
14	50577	3555	7.16499	19.64	357	339	443	9514	30195	@ 18:39:23
14	50717	3546	7.16049	19.7	402	328	468	9520	30256	@ 18:39:23
14	50817	3540	7.15746	19.69	376	330	430	9502	30287	@ 18:39:23
14	50926	3535	7.15382	19.69	364	329	438	9516	30369	@ 18:39:23
14	51032	3528	7.15079	19.7	375	340	446	9511	30412	@ 18:39:23
15	51158	3521	7.14729	19.71	345	311	437	9541	30512	@ 18:39:23
15	51282	3516	7.14416	19.71	396	339	463	9544	30567	@ 18:39:23
15	51407	3512	7.14161	19.71	370	315	440	9553	30655	@ 18:39:23
15	51518	3503	7.13751	19.72	394	330	441	9539	30682	@ 18:39:23
15	51610	3494	7.13397	19.74	363	329	421	9535	30724	@ 18:39:24
15	51725	3480	7.12859	19.75	391	340	455	9539	30783	@ 18:39:24
15	51857	3471	7.1244	19.74	378	323	455	9568	30881	@ 18:39:24
